Date,Temperature_C,Rainfall_mm,Humidity_%
20220521,27.96,50.49,91.03
20220522,28.42,12.27,84.68
20220523,28.51,17.29,83.57
20220524,29.11,4.35,80.43
20220525,28.99,4.95,82.04
20220526,28.74,16.71,80.74
20220527,28.68,8.77,82.61
20220528,28.79,6.64,81.84
20220529,28.16,22.87,87.39
20220530,27.53,16.89,89.3
20220531,27.96,8.46,86.61
20220601,28.1,6.48,88.54
20220602,28.6,4.77,84.61
20220603,28.09,8.43,89.68
20220604,27.97,19.18,87.43
20220605,28.22,7.71,87.2
20220606,28.65,7.86,87.19
20220607,29.02,16.08,86.04
20220608,28.75,22.04,88.69
20220609,28.39,34.68,92.1
20220610,27.18,41.26,88.04
20220611,28.11,0.82,88.55
20220612,28.7,4.73,89.17
20220613,29.15,7.96,89.72
20220614,28.56,10.42,91.92
20220615,27.86,7.5,93.02
20220616,27.3,17.99,92.6
20220617,27.17,49.39,93.91
20220618,27.29,53.5,91.57
20220619,26.88,26.07,93.35
20220620,27.13,19.8,92.36
20220621,26.97,14.53,92.45
20220622,27.7,2.83,86.89
20220623,27.94,14.93,89.49
20220624,27.56,3.01,92.03
20220625,27.97,3.26,89.47
20220626,27.95,4.17,89.99
20220627,28.47,2.48,87.83
20220628,28.31,4.62,89.08
20220629,28.0,8.25,90.47
20220630,27.84,13.82,91.22
20220701,28.58,4.55,88.95
20220702,28.29,3.37,88.98
20220703,28.29,6.55,89.58
20220704,28.38,7.25,88.93
20220705,28.73,0.92,87.29
20220706,27.62,22.11,91.9
20220707,28.14,2.01,88.85
20220708,28.05,2.48,89.14
20220709,27.76,1.0,88.64
20220710,28.43,1.87,88.27
20220711,27.83,3.1,89.44
20220712,28.63,1.05,86.34
20220713,29.11,1.65,86.69
20220714,29.1,3.53,87.71
20220715,28.91,10.59,87.7
20220716,29.06,2.51,86.89
20220717,29.15,6.41,87.25
20220718,28.82,2.05,86.86
20220719,28.61,4.75,88.09
20220720,28.62,8.51,90.2
20220721,28.73,3.11,87.33
20220722,29.0,1.43,87.52
20220723,28.0,14.77,90.21
20220724,27.4,3.91,90.07
20220725,27.02,13.61,87.2
20220726,28.0,5.84,82.72
20220727,28.56,2.91,83.98
20220728,28.2,8.97,85.73
20220729,27.84,10.41,83.11
20220730,29.11,4.74,86.48
20220731,28.41,8.34,87.97
20220801,29.03,19.94,88.28
20220802,29.49,9.14,85.52
20220803,28.21,7.09,88.84
20220804,28.95,18.46,84.51
20220805,29.25,12.77,86.92
20220806,28.64,26.35,88.57
20220807,29.65,13.73,84.46
20220808,28.03,7.72,90.62
20220809,28.17,3.41,88.7
20220810,27.58,1.53,90.86
20220811,28.05,1.85,89.26
20220812,28.87,1.0,85.36
20220813,27.85,9.62,91.16
20220814,27.63,17.9,89.06
20220815,28.22,13.41,88.7
20220816,28.96,3.77,85.46
20220817,29.78,4.45,82.43
20220818,30.37,3.89,81.56
20220819,28.55,13.6,86.25
20220820,28.07,21.35,87.84
20220821,28.27,10.25,87.7
20220822,28.96,1.68,85.66
20220823,28.23,22.87,88.81
20220824,27.91,5.51,87.84
20220825,28.35,3.85,83.87
20220826,28.61,0.85,87.04
20220827,27.63,3.54,90.49
20220828,27.88,6.99,88.09
20220829,28.54,2.98,85.25
20220830,29.07,6.41,80.51
20220831,28.73,2.43,85.88
20220901,27.33,9.67,86.93
20220902,28.0,10.08,87.9
20220903,28.88,23.78,88.34
20220904,28.84,28.11,89.39
20220905,28.46,12.91,90.41
20220906,28.53,15.83,86.38
20220907,28.6,8.98,84.5
20220908,30.22,4.29,80.01
20220909,28.83,16.36,86.09
20220910,27.42,9.86,90.69
20220911,27.18,19.42,90.13
20220912,26.91,14.13,94.28
20220913,27.1,39.0,94.06
20220914,27.36,44.14,89.83
20220915,27.74,25.95,90.18
20220916,27.88,12.38,89.32
20220917,28.5,1.94,86.38
20220918,28.82,1.67,87.36
20220919,27.99,15.07,89.28
20220920,27.81,3.16,89.77
20220921,27.69,3.35,90.34
20220922,27.66,3.27,90.49
20220923,27.68,2.46,88.96
20220924,27.33,2.58,90.0
20220925,27.98,6.24,84.21
20220926,27.95,3.49,86.78
20220927,27.39,13.3,90.77
20220928,26.89,3.33,83.81
20220929,28.33,1.33,80.72
20220930,29.05,0.71,79.61
20221001,29.24,7.12,82.48
20221002,27.34,34.93,92.94
20221003,26.62,21.14,94.55
20221004,27.59,12.19,88.91
20221005,27.44,10.22,89.32
20221006,27.48,2.15,88.98
20221007,28.02,2.09,80.96
20221008,27.8,1.41,84.24
20221009,27.24,6.19,89.28
20221010,27.11,7.11,89.91
20221011,27.08,12.47,91.66
20221012,26.47,8.18,92.3
20221013,26.74,8.06,89.07
20221014,27.22,11.08,86.33
20221015,26.5,1.38,86.21
20221016,26.31,2.1,84.44
20221017,26.94,1.04,83.76
20221018,27.14,0.46,81.99
20221019,26.32,0.13,83.33
20221020,26.32,0.04,83.97
20221021,26.47,0.0,83.4
20221022,26.47,0.0,81.42
20221023,24.71,14.51,89.84
20221024,22.86,144.77,94.57
20221025,23.39,12.64,87.14
20221026,24.3,3.6,81.75
20221027,24.19,0.0,77.0
20221028,23.56,0.0,74.74
20221029,24.31,0.08,73.48
20221030,25.13,2.99,80.15
20221031,26.1,0.04,84.25
20221101,25.91,0.0,83.41
20221102,25.4,0.0,85.2
20221103,24.22,0.0,83.06
20221104,24.06,0.0,75.7
20221105,25.5,0.02,73.19
20221106,25.32,3.08,73.59
20221107,24.42,0.01,70.98
20221108,23.92,0.0,69.41
20221109,23.25,0.0,75.47
20221110,23.2,0.0,74.32
20221111,22.92,0.0,76.38
20221112,23.37,0.0,76.38
20221113,21.5,0.0,81.52
20221114,21.61,0.04,75.01
20221115,22.34,0.0,74.78
20221116,22.38,0.0,77.89
20221117,22.01,0.0,78.69
20221118,21.05,0.0,77.25
20221119,21.0,0.0,76.69
20221120,22.2,0.07,74.56
20221121,20.78,0.92,81.95
20221122,19.88,0.0,83.44
20221123,19.97,0.0,85.49
20221124,20.46,0.0,83.27
20221125,21.69,0.0,78.53
20221126,21.86,0.0,74.1
20221127,21.65,0.0,73.29
20221128,21.21,0.0,77.4
20221129,22.29,0.0,76.56
20221130,22.14,0.0,78.74
20221201,20.71,0.0,81.91
20221202,20.22,0.0,84.02
20221203,20.18,0.0,81.1
20221204,20.46,0.0,77.46
20221205,20.51,0.0,80.45
20221206,20.27,0.0,81.58
20221207,19.7,0.0,82.31
20221208,20.11,0.0,78.79
20221209,20.49,0.0,72.31
20221210,20.73,0.0,68.68
20221211,19.89,0.0,76.13
20221212,19.27,0.0,77.3
20221213,19.25,0.0,76.24
20221214,19.51,0.0,76.53
20221215,18.71,0.0,76.25
20221216,17.6,0.0,77.78
20221217,18.72,0.0,75.04
20221218,19.58,0.0,71.02
20221219,20.02,0.0,66.7
20221220,19.99,0.0,72.95
20221221,19.0,0.0,79.27
20221222,19.14,0.0,74.99
20221223,18.33,0.0,69.09
20221224,18.68,0.0,61.47
20221225,19.74,0.08,64.87
20221226,20.57,0.31,73.14
20221227,20.57,6.78,80.49
20221228,18.13,0.97,80.16
20221229,15.79,0.0,70.79
20221230,16.84,0.0,67.63
20221231,16.94,0.0,70.37
20230101,16.74,0.0,73.99
20230102,17.14,0.0,72.81
20230103,16.93,0.0,77.01
20230104,15.86,0.0,80.78
20230105,15.93,0.0,78.54
20230106,16.3,0.03,78.24
20230107,17.1,0.0,79.76
20230108,17.98,0.0,75.84
20230109,18.62,0.0,73.05
20230110,18.53,0.0,71.19
20230111,17.0,0.0,67.41
20230112,16.02,0.0,67.29
20230113,17.87,0.0,61.69
20230114,18.62,0.0,69.78
20230115,18.46,0.0,73.58
20230116,17.22,0.0,70.39
20230117,16.37,0.0,69.68
20230118,15.62,0.0,63.02
20230119,14.99,0.0,61.4
20230120,15.66,0.0,63.48
20230121,17.03,9.44,66.06
20230122,17.88,0.0,63.02
20230123,18.58,0.0,68.56
20230124,19.39,0.0,69.04
20230125,20.27,0.0,66.98
20230126,21.03,0.0,66.96
20230127,21.22,0.0,70.82
20230128,21.01,0.0,71.98
20230129,19.89,0.0,68.0
20230130,20.93,0.0,66.14
20230131,21.6,0.0,69.72
20230201,21.06,0.0,61.41
20230202,18.55,0.0,57.11
20230203,18.62,0.0,62.69
20230204,18.95,0.0,61.52
20230205,19.93,0.0,51.8
20230206,21.01,0.0,46.34
20230207,20.88,0.0,53.29
20230208,21.67,0.0,72.01
20230209,21.89,0.0,69.58
20230210,21.15,0.0,57.04
20230211,21.87,0.0,49.84
20230212,21.96,0.0,62.94
20230213,19.42,0.0,41.8
20230214,19.71,0.0,40.32
20230215,20.07,0.0,42.87
20230216,21.53,0.0,41.65
20230217,22.16,0.0,49.84
20230218,23.17,0.0,51.3
20230219,23.81,0.0,49.94
20230220,24.36,0.0,55.6
20230221,24.6,0.0,65.66
20230222,25.3,0.17,69.86
20230223,25.11,1.39,69.33
20230224,24.76,1.48,68.2
20230225,24.53,0.46,54.61
20230226,24.74,1.02,42.66
20230227,24.75,0.0,39.46
20230228,24.03,0.0,43.83
20230301,23.99,0.0,47.14
20230302,25.39,0.0,45.87
20230303,25.88,0.0,42.69
20230304,27.26,0.0,39.86
20230305,27.19,0.0,42.32
20230306,27.65,0.0,37.93
20230307,26.71,0.0,37.12
20230308,26.51,0.0,36.72
20230309,26.89,0.0,41.27
20230310,25.39,0.0,43.35
20230311,27.37,0.0,40.76
20230312,27.26,0.02,41.58
20230313,27.83,0.02,40.27
20230314,28.11,0.05,40.97
20230315,27.27,1.54,58.81
20230316,25.75,4.39,69.33
20230317,24.96,1.34,67.36
20230318,25.72,6.5,63.58
20230319,23.59,11.74,77.2
20230320,23.12,11.62,78.96
20230321,24.28,14.17,72.82
20230322,24.91,7.9,68.3
20230323,25.44,1.43,66.18
20230324,25.64,2.15,67.31
20230325,26.23,7.0,66.08
20230326,27.47,3.04,66.39
20230327,27.65,2.33,64.88
20230328,27.83,1.73,64.51
20230329,26.92,13.0,70.47
20230330,26.26,11.5,71.76
20230331,25.54,29.0,81.0
20230401,23.99,41.44,86.11
20230402,24.91,8.11,75.31
20230403,25.89,6.02,72.5
20230404,27.3,2.32,72.67
20230405,27.87,2.72,77.0
20230406,28.24,1.3,66.71
20230407,28.52,2.3,56.14
20230408,29.4,0.0,49.12
20230409,29.64,0.84,47.7
20230410,29.54,3.36,51.42
20230411,29.71,0.0,56.57
20230412,30.07,0.0,53.09
20230413,29.97,0.0,46.98
20230414,30.8,0.0,58.1
20230415,31.16,0.0,55.57
20230416,31.06,0.0,56.8
20230417,30.99,0.0,65.94
20230418,31.47,0.0,65.96
20230419,31.2,0.05,66.43
20230420,31.45,0.89,65.7
20230421,30.93,4.32,67.84
20230422,30.14,2.76,63.12
20230423,27.74,5.57,71.35
20230424,28.8,0.04,58.43
20230425,29.27,0.28,55.96
20230426,30.16,0.02,50.01
20230427,30.99,0.16,50.04
20230428,29.58,7.59,55.88
20230429,29.93,6.73,60.31
20230430,29.2,8.71,64.36
20230501,28.53,1.43,64.46
20230502,29.56,0.4,58.38
20230503,29.7,3.85,59.44
20230504,28.67,18.86,71.17
20230505,28.57,15.12,73.06
20230506,29.7,3.41,68.99
20230507,30.46,6.24,62.45
20230508,31.26,0.0,51.55
20230509,31.74,0.0,49.89
20230510,32.05,0.04,59.52
20230511,31.92,1.57,61.73
20230512,30.92,8.38,62.01
20230513,31.25,0.08,57.86
20230514,29.27,0.11,60.18
20230515,29.63,0.3,57.31
20230516,30.4,10.12,68.32
20230517,28.96,28.32,80.97
20230518,28.17,50.34,85.14
20230519,28.07,11.49,84.03
20230520,29.1,4.07,80.04
20230521,28.71,10.55,80.62
20230522,28.34,22.85,85.26
20230523,27.86,25.04,88.33
20230524,27.16,42.13,86.04
20230525,27.23,4.83,84.84
20230526,28.37,9.41,83.06
20230527,28.17,10.67,82.52
20230528,28.81,10.46,74.91
20230529,29.78,0.27,70.47
20230530,30.94,0.0,66.88
20230531,31.69,0.0,69.61
20230601,30.41,0.04,79.51
20230602,30.3,0.27,79.94
20230603,30.21,1.78,80.24
20230604,30.18,0.34,79.44
20230605,30.19,0.1,75.97
20230606,30.45,0.0,74.13
20230607,30.98,0.21,75.45
20230608,30.94,5.78,72.69
20230609,28.78,39.21,83.47
20230610,29.42,22.33,80.7
20230611,29.45,11.28,84.54
20230612,28.43,16.6,90.67
20230613,29.48,14.06,86.82
20230614,29.11,14.9,90.01
20230615,28.98,21.88,90.51
20230616,29.21,35.34,89.14
20230617,28.86,24.24,91.77
20230618,28.72,28.42,91.39
20230619,28.24,26.08,92.15
20230620,28.5,10.98,89.46
20230621,28.37,13.68,93.47
20230622,28.02,6.29,90.34
20230623,28.64,4.96,86.87
20230624,28.69,9.31,87.46
20230625,28.26,2.49,86.68
20230626,28.0,4.75,87.93
20230627,27.98,22.8,90.4
20230628,28.21,38.24,89.81
20230629,28.31,44.4,90.84
20230630,28.33,33.16,91.41
20230701,29.28,57.04,88.55
20230702,28.7,37.61,91.02
20230703,29.2,17.73,89.87
20230704,29.55,2.89,86.98
20230705,29.28,23.56,87.87
20230706,28.53,11.03,90.62
20230707,28.44,16.86,92.08
20230708,28.4,7.55,90.11
20230709,29.02,3.68,87.49
20230710,29.23,4.47,88.9
20230711,28.93,7.01,89.31
20230712,28.17,5.01,89.38
20230713,28.37,5.29,91.3
20230714,28.55,24.34,90.24
20230715,28.56,6.39,88.99
20230716,27.95,4.13,90.7
20230717,28.0,4.5,91.27
20230718,28.87,1.96,87.96
20230719,29.19,4.54,88.05
20230720,29.11,1.55,88.49
20230721,29.14,2.62,84.65
20230722,28.73,5.27,88.86
20230723,29.23,2.78,87.1
20230724,29.84,0.78,84.86
20230725,29.17,1.84,84.86
20230726,28.68,6.51,89.27
20230727,29.24,5.59,87.86
20230728,29.24,8.32,87.54
20230729,29.34,8.32,87.52
20230730,30.09,0.66,83.04
20230731,31.56,5.33,76.9
20230801,30.51,21.15,83.75
20230802,28.64,8.42,89.06
20230803,28.74,10.99,90.02
20230804,28.71,20.78,89.39
20230805,28.55,10.39,88.69
20230806,28.15,42.3,90.41
20230807,28.66,66.88,91.61
20230808,28.3,41.08,91.2
20230809,28.35,21.71,90.52
20230810,28.37,4.22,88.87
20230811,28.22,20.74,90.68
20230812,28.01,25.47,92.37
20230813,27.75,34.89,85.67
20230814,28.09,7.03,82.28
20230815,28.94,15.22,86.55
20230816,29.3,23.9,88.58
20230817,28.84,10.46,88.46
20230818,28.68,2.93,89.75
20230819,28.3,4.97,91.04
20230820,28.74,1.91,88.22
20230821,28.21,2.69,89.64
20230822,27.84,6.2,92.54
20230823,28.19,15.1,89.94
20230824,28.16,18.28,91.84
20230825,28.26,8.64,90.85
20230826,28.45,29.84,90.45
20230827,28.69,12.98,89.86
20230828,29.38,8.19,87.29
20230829,29.79,2.62,81.42
20230830,29.76,0.33,79.26
20230831,29.36,3.85,82.14
20230901,29.38,5.62,85.87
20230902,29.96,8.73,83.94
20230903,28.73,23.51,90.1
20230904,27.66,26.27,89.88
20230905,29.37,13.97,85.42
20230906,29.23,2.12,87.64
20230907,28.25,18.44,90.02
20230908,27.63,12.72,93.81
20230909,28.88,0.83,86.14
20230910,29.15,4.88,86.33
20230911,29.03,4.55,83.37
20230912,29.12,22.54,87.09
20230913,28.33,5.8,88.93
20230914,27.91,3.62,90.95
20230915,28.12,1.8,89.89
20230916,28.65,0.59,85.83
20230917,29.89,0.9,82.07
20230918,28.16,15.42,89.89
20230919,27.77,17.54,90.76
20230920,27.56,14.88,93.17
20230921,27.48,26.17,94.38
20230922,27.69,23.32,91.98
20230923,27.9,16.07,90.81
20230924,27.87,9.71,90.69
20230925,28.36,8.5,89.53
20230926,29.43,11.62,81.28
20230927,28.62,7.32,83.13
20230928,29.19,0.25,84.38
20230929,28.48,3.92,91.82
20230930,28.03,7.32,90.96
20231001,27.96,5.26,90.34
20231002,27.42,4.29,92.82
20231003,27.66,10.21,91.05
20231004,26.77,18.44,93.54
20231005,26.97,59.59,95.67
20231006,27.4,99.25,92.4
20231007,27.94,24.04,91.65
20231008,28.57,3.25,87.53
20231009,28.34,4.91,89.4
20231010,28.93,0.92,78.98
20231011,28.58,2.28,79.97
20231012,28.65,2.86,76.83
20231013,28.27,7.11,70.52
20231014,27.35,0.93,71.3
20231015,27.17,0.05,74.79
20231016,26.68,0.01,78.43
20231017,26.69,0.15,71.69
20231018,26.07,1.83,76.7
20231019,25.32,0.3,84.02
20231020,24.81,0.0,84.75
20231021,25.17,0.0,77.12
20231022,25.16,0.58,74.11
20231023,25.76,2.36,81.94
20231024,24.9,12.21,90.28
20231025,25.81,3.3,85.15
20231026,26.04,3.82,82.22
20231027,24.97,1.51,82.59
20231028,23.59,0.0,79.87
20231029,23.74,0.0,75.24
20231030,25.1,0.0,73.27
20231031,25.33,0.0,78.17
20231101,24.98,0.0,79.02
20231102,24.91,0.0,82.35
20231103,24.9,0.0,81.05
20231104,25.31,0.0,74.1
20231105,24.22,0.65,80.51
20231106,22.62,0.0,81.51
20231107,22.38,0.0,81.77
20231108,22.41,0.0,81.88
20231109,22.47,0.0,82.18
20231110,22.6,0.0,79.49
20231111,22.78,0.0,78.99
20231112,22.95,0.0,78.31
20231113,23.15,0.0,77.3
20231114,23.57,0.0,73.75
20231115,23.64,0.0,72.38
20231116,23.32,11.36,85.06
20231117,22.71,72.62,92.98
20231118,22.48,7.06,86.99
20231119,23.42,5.32,83.56
20231120,23.56,0.0,82.41
20231121,23.43,0.02,80.69
20231122,21.66,0.03,83.26
20231123,21.0,0.0,78.17
20231124,22.28,0.0,72.76
20231125,21.97,0.0,74.11
20231126,21.86,0.0,76.4
20231127,22.39,0.0,81.84
20231128,23.61,0.0,75.85
20231129,22.75,0.0,78.77
20231130,22.19,0.0,81.34
20231201,22.25,0.0,76.24
20231202,22.37,0.0,75.57
20231203,22.52,0.0,80.11
20231204,22.23,0.0,81.13
20231205,22.39,0.04,78.42
20231206,21.98,2.42,82.72
20231207,20.7,18.85,92.96
20231208,20.94,37.55,91.54
20231209,19.95,4.68,88.8
20231210,18.52,0.0,81.56
20231211,18.17,0.0,82.31
20231212,18.78,0.05,80.87
20231213,18.0,0.0,80.32
20231214,17.02,0.0,68.91
20231215,16.52,0.0,73.59
20231216,17.33,0.0,77.47
20231217,18.04,0.0,75.18
20231218,17.83,0.0,80.85
20231219,18.04,0.0,82.69
20231220,18.59,0.0,78.8
20231221,19.09,0.0,76.43
20231222,19.63,0.0,82.13
20231223,19.81,0.0,83.76
20231224,20.35,0.04,76.71
20231225,20.33,0.06,72.21
20231226,19.76,0.0,75.77
20231227,20.23,0.0,75.65
20231228,20.15,0.0,75.9
20231229,20.05,0.04,75.17
20231230,20.33,0.15,72.98
20231231,18.61,0.0,81.7
20240101,17.93,0.01,82.59
20240102,16.97,0.8,83.71
20240103,17.18,0.0,78.79
20240104,17.02,0.0,80.55
20240105,17.14,0.0,79.4
20240106,17.72,0.0,79.09
20240107,17.98,0.0,79.22
20240108,17.63,0.0,82.54
20240109,16.65,0.0,80.49
20240110,16.43,0.0,76.28
20240111,16.27,0.0,80.2
20240112,15.22,0.0,81.03
20240113,15.43,0.0,80.44
20240114,15.89,0.0,77.33
20240115,16.16,0.0,79.18
20240116,15.68,0.0,78.05
20240117,15.83,0.0,74.3
20240118,16.36,0.16,74.12
20240119,17.47,0.24,76.35
20240120,15.71,23.03,80.02
20240121,14.54,0.04,75.8
20240122,13.92,0.0,71.01
20240123,14.94,0.0,75.46
20240124,15.84,2.35,76.25
20240125,16.08,0.17,72.77
20240126,15.04,0.28,70.4
20240127,14.64,0.0,72.61
20240128,14.87,0.0,69.19
20240129,16.1,0.0,66.0
20240130,17.68,0.0,58.66
20240131,19.22,0.13,66.53
20240201,20.2,0.45,74.65
20240202,19.93,1.02,80.12
20240203,19.14,0.03,68.65
20240204,18.56,0.03,57.59
20240205,19.71,0.0,60.9
20240206,20.04,0.0,72.2
20240207,19.5,0.0,71.86
20240208,17.48,0.0,54.29
20240209,16.42,0.0,59.93
20240210,17.54,0.0,65.66
20240211,18.52,0.0,65.11
20240212,19.82,0.0,57.28
20240213,20.82,0.0,53.5
20240214,21.66,0.0,60.8
20240215,22.01,0.23,70.64
20240216,21.49,0.0,71.68
20240217,20.78,0.2,60.58
20240218,21.26,0.0,49.02
20240219,21.26,0.0,46.54
20240220,22.42,0.0,65.52
20240221,24.65,0.78,72.26
20240222,24.83,19.97,77.89
20240223,23.12,7.81,66.8
20240224,22.12,1.57,63.53
20240225,20.82,1.54,60.41
20240226,20.54,2.34,60.51
20240227,21.57,0.0,53.56
20240228,22.81,0.0,50.74
20240229,22.81,0.0,56.47
20240301,22.18,0.0,52.84
20240302,22.5,0.0,49.16
20240303,24.0,0.01,48.57
20240304,23.49,1.09,57.07
20240305,23.98,1.14,62.05
20240306,22.99,0.0,45.73
20240307,23.25,0.0,40.27
20240308,23.67,0.0,41.22
20240309,23.63,0.0,36.85
20240310,23.01,0.0,38.09
20240311,22.88,0.0,45.63
20240312,25.3,0.0,45.33
20240313,25.89,0.0,62.1
20240314,26.57,2.36,70.6
20240315,27.55,4.51,64.5
20240316,27.13,5.91,62.64
20240317,27.74,1.35,54.17
20240318,28.28,0.97,49.58
20240319,27.89,1.21,53.08
20240320,24.5,8.05,64.58
20240321,23.94,3.11,66.51
20240322,24.02,4.61,67.32
20240323,24.61,8.67,70.72
20240324,26.45,13.54,74.2
20240325,26.2,10.08,75.05
20240326,26.66,11.95,71.73
20240327,27.23,0.09,63.5
20240328,27.18,1.82,66.45
20240329,26.91,3.89,69.66
20240330,27.58,11.93,76.71
20240331,28.63,17.01,76.55
20240401,28.41,25.61,73.05
20240402,28.88,0.35,69.25
20240403,29.15,1.1,65.67
20240404,29.31,0.74,72.05
20240405,29.33,0.72,74.71
20240406,30.38,0.13,65.07
20240407,29.73,3.78,69.6
20240408,29.04,0.12,55.83
20240409,29.34,0.0,50.76
20240410,29.63,0.0,48.73
20240411,28.88,0.0,50.64
20240412,29.96,0.0,48.21
20240413,29.74,0.0,50.56
20240414,30.58,0.0,48.85
20240415,31.32,0.01,48.7
20240416,31.43,1.38,56.36
20240417,30.87,6.58,66.77
20240418,30.75,7.51,69.97
20240419,31.27,3.72,65.04
20240420,31.72,3.13,60.99
20240421,31.9,0.3,62.32
20240422,32.09,1.21,61.93
20240423,31.32,0.63,58.69
20240424,32.15,0.0,52.86
20240425,32.86,0.09,53.97
20240426,32.64,0.29,56.29
20240427,32.37,1.83,60.45
20240428,33.08,1.19,59.34
20240429,33.14,1.52,57.23
20240430,33.55,0.08,58.62
20240501,33.11,1.17,58.65
20240502,31.92,6.5,66.03
20240503,31.73,2.59,59.77
20240504,31.26,5.94,64.68
20240505,29.89,25.11,76.19
20240506,29.04,28.48,81.39
20240507,27.68,14.28,77.52
20240508,26.5,26.34,74.54
20240509,27.94,3.08,68.05
20240510,28.05,8.96,70.67
20240511,27.47,36.95,82.19
20240512,28.59,3.43,73.73
20240513,29.33,0.34,71.45
20240514,29.86,1.09,72.57
20240515,30.23,0.18,73.58
20240516,30.46,0.06,71.17
20240517,30.45,0.1,70.22
20240518,29.85,15.48,79.3
20240519,29.79,9.12,79.33
20240520,29.56,6.28,76.71
20240521,30.69,4.58,69.07
20240522,31.32,8.22,68.75
20240523,31.9,1.81,66.31
20240524,32.8,1.15,66.65
20240525,32.31,0.58,71.3
20240526,30.23,39.02,83.1
20240527,28.47,48.04,89.48
20240528,27.85,130.72,89.78
20240529,29.92,7.05,89.77
20240530,29.75,8.31,89.74
20240531,29.58,4.95,87.73
20240601,29.78,1.94,84.41
20240602,29.44,14.08,87.25
20240603,28.55,38.66,89.48
20240604,28.71,21.42,89.4
20240605,29.44,15.22,85.9
20240606,29.54,29.86,87.61
20240607,30.07,13.86,85.05
20240608,29.56,18.53,88.77
20240609,29.11,28.76,92.22
20240610,29.07,9.26,92.41
20240611,29.21,2.12,89.01
20240612,29.09,5.29,86.55
20240613,29.03,22.35,90.35
20240614,29.04,21.22,92.1
20240615,29.48,16.01,90.53
20240616,29.85,5.59,89.57
20240617,29.19,10.32,92.54
20240618,29.27,17.93,91.08
20240619,28.74,43.58,93.66
20240620,28.43,6.36,89.86
20240621,29.04,7.22,83.86
20240622,28.81,8.97,87.05
20240623,29.45,4.67,86.0
20240624,29.27,2.52,88.08
20240625,29.23,0.75,87.84
20240626,30.27,7.07,82.8
20240627,28.45,9.15,90.74
20240628,28.72,13.89,90.68
20240629,28.75,20.36,91.21
20240630,28.52,111.13,94.9
20240701,28.09,46.61,94.54
20240702,28.4,33.07,91.79
20240703,28.53,20.61,90.39
20240704,28.06,21.55,91.39
20240705,28.38,14.37,91.58
20240706,28.49,4.53,88.86
20240707,29.13,6.19,88.77
20240708,28.81,4.07,88.41
20240709,28.97,4.16,89.65
20240710,29.39,6.97,89.33
20240711,29.16,25.75,89.95
20240712,28.85,53.99,90.13
20240713,29.15,10.99,88.53
20240714,29.51,3.94,87.3
20240715,29.19,4.3,89.24
20240716,29.04,7.49,89.97
20240717,28.75,1.04,87.84
20240718,29.97,1.22,84.21
20240719,29.62,6.68,87.56
20240720,29.14,6.04,88.68
20240721,28.57,6.57,90.52
20240722,28.58,8.26,90.69
20240723,28.72,4.48,89.11
20240724,28.99,5.11,90.32
20240725,29.54,5.94,88.2
20240726,29.93,5.63,87.65
20240727,29.53,2.24,87.72
20240728,29.56,1.92,87.32
20240729,29.25,4.49,87.74
20240730,28.9,8.7,90.66
20240731,29.03,7.74,89.57
20240801,27.94,55.9,91.87
20240802,27.32,72.33,93.85
20240803,28.09,28.88,91.99
20240804,28.67,12.4,87.93
20240805,28.14,18.98,89.85
20240806,28.06,6.61,90.85
20240807,28.15,5.01,90.23
20240808,27.45,7.94,92.82
20240809,28.1,13.83,90.51
20240810,28.76,13.24,89.31
20240811,28.75,7.51,90.23
20240812,28.57,17.78,91.01
20240813,28.98,12.09,89.1
20240814,28.86,9.12,89.52
20240815,28.77,3.0,89.18
20240816,27.96,18.84,89.95
20240817,27.58,13.31,91.79
20240818,27.09,24.36,94.23
20240819,27.43,48.34,93.83
20240820,28.27,41.5,92.33
20240821,27.96,85.01,95.05
20240822,27.63,50.4,94.75
20240823,27.15,6.82,94.31
20240824,27.46,7.65,91.82
20240825,26.91,22.95,92.61
20240826,26.64,6.55,93.17
20240827,27.94,1.37,89.98
20240828,28.49,2.16,85.07
20240829,29.15,1.29,84.83
20240830,28.2,3.87,90.1
20240831,27.59,11.14,93.24
20240901,28.11,11.47,89.1
20240902,28.63,7.89,86.02
20240903,27.46,40.49,93.01
20240904,28.26,3.2,89.26
20240905,28.04,12.01,91.48
20240906,29.22,6.87,82.84
20240907,29.0,12.16,86.47
20240908,29.38,4.35,86.01
20240909,28.76,4.99,89.56
20240910,28.69,3.6,92.3
20240911,28.87,5.79,89.0
20240912,30.06,6.92,83.79
20240913,29.21,16.01,89.78
20240914,27.04,18.29,94.33
20240915,25.83,55.76,92.96
20240916,27.46,12.43,90.03
20240917,28.68,7.62,85.93
20240918,29.38,0.34,84.22
20240919,29.41,0.97,88.35
20240920,30.42,1.77,85.02
20240921,29.39,9.91,88.46
20240922,29.88,2.06,83.8
20240923,29.56,2.87,87.25
20240924,27.76,11.3,92.14
20240925,26.62,57.65,95.26
20240926,26.33,31.79,93.86
20240927,26.99,13.51,89.3
20240928,28.04,3.09,89.07
20240929,28.56,12.17,90.2
20240930,28.81,6.25,89.97
20241001,28.88,9.8,89.23
20241002,28.79,15.72,86.94
20241003,27.56,43.09,92.88
20241004,27.37,48.78,92.27
20241005,27.29,55.65,93.07
20241006,27.31,13.36,89.24
20241007,27.66,6.31,86.77
20241008,27.58,8.5,87.75
20241009,27.43,5.23,87.73
